fuel_type,salt_type,U235F4_mole_frac,UF4_mole_frac,pitch,Tave_fuel,mod_salt_ratio,k_inf,conversion_ratio,fast_flux_graph,feedback_doppler,labels
2.0,2.0,5.0,30.0,12.25,900.0,0.274,0.377373,3.83288,55.1794,0.0,2
3.0,2.0,11.0,70.0,4.75,900.0,5.367,1.5109,0.247637,47.2178,0.0,10
3.0,3.0,11.0,70.0,4.75,900.0,5.367,1.74775,0.207238,41.758,0.0,17
3.0,1.0,11.0,70.0,8.5,900.0,5.367,1.55738,0.224741,54.9194,0.0,10
3.0,2.0,11.0,70.0,8.5,900.0,5.367,1.53848,0.234386,46.6824,0.0,10
3.0,3.0,11.0,70.0,8.5,900.0,5.367,1.80045,0.199015,33.6337,0.0,17
3.0,1.0,11.0,70.0,12.25,900.0,5.367,1.57011,0.217543,51.9103,0.0,10
3.0,2.0,11.0,70.0,12.25,900.0,5.367,1.54917,0.219143,46.6114,0.0,10
3.0,3.0,11.0,70.0,12.25,900.0,5.367,1.82604,0.198361,25.6456,0.0,17
3.0,1.0,11.0,70.0,16.0,900.0,5.367,1.57303,0.212127,52.3065,0.0,10
3.0,2.0,11.0,70.0,16.0,900.0,5.367,1.55297,0.21507,48.2776,0.0,10
2.0,3.0,5.0,30.0,12.25,900.0,0.274,0.215242,7.66714,29.0918,0.0,14
3.0,3.0,11.0,70.0,16.0,900.0,5.367,1.8388,0.202701,19.602,0.0,17
3.0,1.0,11.0,70.0,1.0,900.0,7.9135,1.46357,0.257121,67.437,0.0,10
3.0,2.0,11.0,70.0,1.0,900.0,7.9135,1.45389,0.260039,59.3308,0.0,10
3.0,3.0,11.0,70.0,1.0,900.0,7.9135,1.63433,0.224148,53.5654,0.0,17
3.0,1.0,11.0,70.0,4.75,900.0,7.9135,1.53613,0.236773,70.3089,0.0,10
3.0,2.0,11.0,70.0,4.75,900.0,7.9135,1.51925,0.241803,61.0698,0.0,10
3.0,3.0,11.0,70.0,4.75,900.0,7.9135,1.72514,0.201983,55.1818,0.0,17
3.0,1.0,11.0,70.0,8.5,900.0,7.9135,1.57224,0.211974,69.1912,0.0,10
3.0,2.0,11.0,70.0,8.5,900.0,7.9135,1.54964,0.220662,59.6223,0.0,10
3.0,3.0,11.0,70.0,8.5,900.0,7.9135,1.78535,0.191164,46.1773,0.0,17
2.0,1.0,5.0,30.0,16.0,900.0,0.274,0.474997,3.06789,61.5787,0.0,16
3.0,1.0,11.0,70.0,12.25,900.0,7.9135,1.58292,0.202131,66.5724,0.0,10
3.0,2.0,11.0,70.0,12.25,900.0,7.9135,1.55899,0.212951,55.6203,0.0,10
3.0,3.0,11.0,70.0,12.25,900.0,7.9135,1.81316,0.189696,36.4731,0.0,17
3.0,1.0,11.0,70.0,16.0,900.0,7.9135,1.57894,0.199822,61.3086,0.0,10
3.0,2.0,11.0,70.0,16.0,900.0,7.9135,1.55956,0.205694,55.7089,0.0,10
3.0,3.0,11.0,70.0,16.0,900.0,7.9135,1.83049,0.193223,27.2163,0.0,17
3.0,1.0,11.0,70.0,1.0,900.0,10.46,1.44892,0.264936,79.4776,0.0,10
3.0,2.0,11.0,70.0,1.0,900.0,10.46,1.44405,0.263721,70.7209,0.0,10
3.0,3.0,11.0,70.0,1.0,900.0,10.46,1.60077,0.223431,63.2518,0.0,17
3.0,1.0,11.0,70.0,4.75,900.0,10.46,1.54724,0.22428,82.6923,0.0,10
2.0,2.0,5.0,30.0,16.0,900.0,0.274,0.419816,3.35406,64.8021,0.0,2
3.0,2.0,11.0,70.0,4.75,900.0,10.46,1.52747,0.233057,72.1429,0.0,10
3.0,3.0,11.0,70.0,4.75,900.0,10.46,1.70627,0.197065,66.1632,0.0,17
3.0,1.0,11.0,70.0,8.5,900.0,10.46,1.58105,0.199831,78.988,0.0,10
3.0,2.0,11.0,70.0,8.5,900.0,10.46,1.56228,0.207161,69.3084,0.0,10
3.0,3.0,11.0,70.0,8.5,900.0,10.46,1.77486,0.182433,55.2716,0.0,17
3.0,1.0,11.0,70.0,12.25,900.0,10.46,1.5917,0.191691,74.8772,0.0,10
3.0,2.0,11.0,70.0,12.25,900.0,10.46,1.56924,0.200728,66.624,0.0,10
3.0,3.0,11.0,70.0,12.25,900.0,10.46,1.80528,0.181235,44.1032,0.0,17
3.0,1.0,11.0,70.0,16.0,900.0,10.46,1.58232,0.19393,66.6732,0.0,10
3.0,2.0,11.0,70.0,16.0,900.0,10.46,1.56175,0.198897,59.3564,0.0,10
2.0,3.0,5.0,30.0,16.0,900.0,0.274,0.217443,7.41873,33.4125,0.0,14
3.0,3.0,11.0,70.0,16.0,900.0,10.46,1.82115,0.188401,33.0809,0.0,17
1.0,1.0,11.0,90.0,1.0,900.0,0.274,0.92584,0.88,15.8895,0.0,7
1.0,2.0,11.0,90.0,1.0,900.0,0.274,0.902234,0.901511,12.8611,0.0,7
1.0,3.0,11.0,90.0,1.0,900.0,0.274,0.938814,0.899157,14.0304,0.0,1
1.0,1.0,11.0,90.0,4.75,900.0,0.274,0.954586,0.837617,17.6903,0.0,7
1.0,2.0,11.0,90.0,4.75,900.0,0.274,0.925785,0.855597,15.5069,0.0,7
1.0,3.0,11.0,90.0,4.75,900.0,0.274,0.935454,0.90097,14.6865,0.0,1
1.0,1.0,11.0,90.0,8.5,900.0,0.274,0.997255,0.781751,26.4151,0.0,7
1.0,2.0,11.0,90.0,8.5,900.0,0.274,0.968269,0.795299,25.1895,0.0,7
1.0,3.0,11.0,90.0,8.5,900.0,0.274,0.937334,0.89556,13.6306,0.0,1
2.0,1.0,5.0,30.0,1.0,900.0,2.8205,0.323645,4.80453,51.4342,0.0,13
1.0,1.0,11.0,90.0,12.25,900.0,0.274,1.05502,0.704945,38.2641,0.0,7
1.0,2.0,11.0,90.0,12.25,900.0,0.274,1.02108,0.722329,37.4947,0.0,7
1.0,3.0,11.0,90.0,12.25,900.0,0.274,0.940329,0.885494,15.3057,0.0,1
1.0,1.0,11.0,90.0,16.0,900.0,0.274,1.10378,0.646068,47.4184,0.0,7
1.0,2.0,11.0,90.0,16.0,900.0,0.274,1.06791,0.665441,47.9976,0.0,7
1.0,3.0,11.0,90.0,16.0,900.0,0.274,0.944959,0.867182,21.0687,0.0,1
1.0,1.0,11.0,90.0,1.0,900.0,2.8205,0.951405,0.814189,45.7967,0.0,7
1.0,2.0,11.0,90.0,1.0,900.0,2.8205,0.915011,0.844758,38.714,0.0,7
1.0,3.0,11.0,90.0,1.0,900.0,2.8205,0.935219,0.836629,40.6411,0.0,1
1.0,1.0,11.0,90.0,4.75,900.0,2.8205,1.07245,0.672346,50.9053,0.0,7
2.0,2.0,5.0,30.0,1.0,900.0,2.8205,0.2675,5.81541,43.1702,0.0,2
1.0,2.0,11.0,90.0,4.75,900.0,2.8205,1.0237,0.712763,44.8231,0.0,7
1.0,3.0,11.0,90.0,4.75,900.0,2.8205,0.93881,0.79993,42.9228,0.0,1
1.0,1.0,11.0,90.0,8.5,900.0,2.8205,1.15325,0.576709,61.7385,0.0,7
1.0,2.0,11.0,90.0,8.5,900.0,2.8205,1.11109,0.605253,60.1268,0.0,7
1.0,3.0,11.0,90.0,8.5,900.0,2.8205,0.949796,0.76896,43.844,0.0,1
1.0,1.0,11.0,90.0,12.25,900.0,2.8205,1.20931,0.52651,70.8272,0.0,7
1.0,2.0,11.0,90.0,12.25,900.0,2.8205,1.16246,0.550078,70.0734,0.0,7
1.0,3.0,11.0,90.0,12.25,900.0,2.8205,0.957774,0.763331,43.6783,0.0,1
1.0,1.0,11.0,90.0,16.0,900.0,2.8205,1.22887,0.505842,74.485,0.0,7
1.0,2.0,11.0,90.0,16.0,900.0,2.8205,1.19056,0.515643,75.3877,0.0,7
2.0,3.0,5.0,30.0,1.0,900.0,2.8205,0.211806,7.51531,46.2244,0.0,14
1.0,3.0,11.0,90.0,16.0,900.0,2.8205,0.9611,0.751657,43.6827,0.0,1
1.0,1.0,11.0,90.0,1.0,900.0,5.367,0.989464,0.744995,67.8252,0.0,7
1.0,2.0,11.0,90.0,1.0,900.0,5.367,0.949896,0.786817,58.5479,0.0,12
1.0,3.0,11.0,90.0,1.0,900.0,5.367,0.927643,0.783152,59.9522,0.0,1
1.0,1.0,11.0,90.0,4.75,900.0,5.367,1.16323,0.57099,71.3739,0.0,7
1.0,2.0,11.0,90.0,4.75,900.0,5.367,1.09767,0.611024,63.9239,0.0,12
1.0,3.0,11.0,90.0,4.75,900.0,5.367,0.945473,0.715866,63.7519,0.0,1
1.0,1.0,11.0,90.0,8.5,900.0,5.367,1.23525,0.501908,78.0937,0.0,7
1.0,2.0,11.0,90.0,8.5,900.0,5.367,1.17983,0.530225,75.0559,0.0,12
1.0,3.0,11.0,90.0,8.5,900.0,5.367,0.963301,0.699758,61.7981,0.0,1
2.0,1.0,5.0,30.0,4.75,900.0,2.8205,0.437312,3.39576,58.7203,0.0,13
1.0,1.0,11.0,90.0,12.25,900.0,5.367,1.26975,0.461438,84.0066,0.0,7
1.0,2.0,11.0,90.0,12.25,900.0,5.367,1.21981,0.484782,81.9235,0.0,12
1.0,3.0,11.0,90.0,12.25,900.0,5.367,0.968419,0.692073,59.8087,0.0,1
1.0,1.0,11.0,90.0,16.0,900.0,5.367,1.27404,0.456941,85.6483,0.0,7
1.0,2.0,11.0,90.0,16.0,900.0,5.367,1.22678,0.473299,84.392,0.0,12
1.0,3.0,11.0,90.0,16.0,900.0,5.367,0.967958,0.704661,55.4552,0.0,1
1.0,1.0,11.0,90.0,1.0,900.0,7.9135,1.03501,0.677682,84.5692,0.0,7
1.0,2.0,11.0,90.0,1.0,900.0,7.9135,0.979953,0.737092,74.4437,0.0,12
1.0,3.0,11.0,90.0,1.0,900.0,7.9135,0.917811,0.757311,74.7259,0.0,1
1.0,1.0,11.0,90.0,4.75,900.0,7.9135,1.23049,0.496829,86.4308,0.0,7
1.0,2.0,5.0,10.0,1.0,900.0,5.367,0.704241,1.45616,63.4809,0.0,8
2.0,2.0,5.0,30.0,4.75,900.0,2.8205,0.367292,3.95835,55.2594,0.0,2
1.0,2.0,11.0,90.0,4.75,900.0,7.9135,1.15818,0.547249,77.3466,0.0,12
1.0,3.0,11.0,90.0,4.75,900.0,7.9135,0.954162,0.652707,79.549,0.0,1
1.0,1.0,11.0,90.0,8.5,900.0,7.9135,1.28731,0.44865,89.2996,0.0,7
1.0,2.0,11.0,90.0,8.5,900.0,7.9135,1.22181,0.488724,85.2526,0.0,12
1.0,3.0,11.0,90.0,8.5,900.0,7.9135,0.972933,0.634724,75.4833,0.0,1
1.0,1.0,11.0,90.0,12.25,900.0,7.9135,1.30847,0.424594,92.6823,0.0,7
1.0,2.0,11.0,90.0,12.25,900.0,7.9135,1.2471,0.4508,89.8815,0.0,12
1.0,3.0,11.0,90.0,12.25,900.0,7.9135,0.977326,0.64011,71.3218,0.0,1
1.0,1.0,11.0,90.0,16.0,900.0,7.9135,1.29643,0.427456,91.5231,0.0,7
1.0,2.0,11.0,90.0,16.0,900.0,7.9135,1.24823,0.44614,90.7025,0.0,12
2.0,3.0,5.0,30.0,4.75,900.0,2.8205,0.218791,6.8586,50.4974,0.0,14
1.0,3.0,11.0,90.0,16.0,900.0,7.9135,0.973098,0.664841,65.0481,0.0,1
1.0,1.0,11.0,90.0,1.0,900.0,10.46,1.08007,0.63055,97.9258,0.0,7
1.0,2.0,11.0,90.0,1.0,900.0,10.46,1.01707,0.67784,86.9518,0.0,12
1.0,3.0,11.0,90.0,1.0,900.0,10.46,0.910047,0.725384,86.975,0.0,1
1.0,1.0,11.0,90.0,4.75,900.0,10.46,1.28611,0.447098,97.8083,0.0,7
1.0,2.0,11.0,90.0,4.75,900.0,10.46,1.20619,0.498859,88.1225,0.0,12
1.0,3.0,11.0,90.0,4.75,900.0,10.46,0.962189,0.599243,91.3839,0.0,1
1.0,1.0,11.0,90.0,8.5,900.0,10.46,1.32564,0.416387,97.5527,0.0,7
1.0,2.0,11.0,90.0,8.5,900.0,10.46,1.25996,0.443441,92.5434,0.0,12
1.0,3.0,11.0,90.0,8.5,900.0,10.46,0.981291,0.59011,85.2598,0.0,1
2.0,1.0,5.0,30.0,8.5,900.0,2.8205,0.516559,2.76545,71.3959,0.0,13
1.0,1.0,11.0,90.0,12.25,900.0,10.46,1.33698,0.401826,98.798,0.0,7
1.0,2.0,11.0,90.0,12.25,900.0,10.46,1.26974,0.426556,94.8148,0.0,12
1.0,3.0,11.0,90.0,12.25,900.0,10.46,0.982,0.6166,78.5367,0.0,1
1.0,1.0,11.0,90.0,16.0,900.0,10.46,1.31269,0.410299,96.2241,0.0,7
1.0,2.0,11.0,90.0,16.0,900.0,10.46,1.25854,0.431398,94.6134,0.0,12
1.0,3.0,11.0,90.0,16.0,900.0,10.46,0.975351,0.63659,71.2292,0.0,1
2.0,1.0,11.0,90.0,1.0,900.0,0.274,0.826568,1.10992,15.986,0.0,10
2.0,2.0,11.0,90.0,1.0,900.0,0.274,0.804096,1.15143,12.9754,0.0,2
2.0,3.0,11.0,90.0,1.0,900.0,0.274,0.852808,1.10796,14.2443,0.0,14
2.0,1.0,11.0,90.0,4.75,900.0,0.274,0.859005,1.05422,17.7868,0.0,10
2.0,2.0,5.0,30.0,8.5,900.0,2.8205,0.448328,3.03594,73.1925,0.0,2
2.0,2.0,11.0,90.0,4.75,900.0,0.274,0.830165,1.08538,15.2569,0.0,2
2.0,3.0,11.0,90.0,4.75,900.0,0.274,0.852638,1.09919,14.8717,0.0,14
2.0,1.0,11.0,90.0,8.5,900.0,0.274,0.908184,0.96649,27.5304,0.0,10
2.0,2.0,11.0,90.0,8.5,900.0,0.274,0.88264,0.981912,28.0673,0.0,2
2.0,3.0,11.0,90.0,8.5,900.0,0.274,0.855055,1.08591,14.827,0.0,14
2.0,1.0,11.0,90.0,12.25,900.0,0.274,0.972111,0.859162,40.2727,0.0,16
2.0,2.0,11.0,90.0,12.25,900.0,0.274,0.948191,0.8618,42.296,0.0,2
2.0,3.0,11.0,90.0,12.25,900.0,0.274,0.86004,1.04969,18.6792,0.0,14
2.0,1.0,11.0,90.0,16.0,900.0,0.274,1.03094,0.773139,51.1716,0.0,16
2.0,2.0,11.0,90.0,16.0,900.0,0.274,0.997369,0.797014,51.4756,0.0,2
2.0,3.0,5.0,30.0,8.5,900.0,2.8205,0.223591,6.35859,56.2543,0.0,14
2.0,3.0,11.0,90.0,16.0,900.0,0.274,0.865019,1.02787,22.5047,0.0,14
2.0,1.0,11.0,90.0,1.0,900.0,2.8205,0.854547,1.03128,45.8332,0.0,10
2.0,2.0,11.0,90.0,1.0,900.0,2.8205,0.819305,1.07945,39.0103,0.0,2
2.0,3.0,11.0,90.0,1.0,900.0,2.8205,0.845459,1.04291,41.017,0.0,14
2.0,1.0,11.0,90.0,4.75,900.0,2.8205,0.989179,0.819802,51.7463,0.0,10
2.0,2.0,11.0,90.0,4.75,900.0,2.8205,0.9388,0.879386,46.2304,0.0,2
2.0,3.0,11.0,90.0,4.75,900.0,2.8205,0.8568,0.959625,43.4145,0.0,14
2.0,1.0,11.0,90.0,8.5,900.0,2.8205,1.07696,0.702648,63.0889,0.0,10
2.0,2.0,11.0,90.0,8.5,900.0,2.8205,1.03516,0.730319,62.2097,0.0,2
2.0,3.0,11.0,90.0,8.5,900.0,2.8205,0.871297,0.943174,43.0208,0.0,14
2.0,1.0,5.0,30.0,12.25,900.0,2.8205,0.565007,2.43938,79.3284,0.0,16
2.0,1.0,11.0,90.0,12.25,900.0,2.8205,1.14723,0.621621,74.5198,0.0,16
2.0,2.0,11.0,90.0,12.25,900.0,2.8205,1.10104,0.645118,73.727,0.0,2
2.0,3.0,11.0,90.0,12.25,900.0,2.8205,0.881832,0.901261,46.519,0.0,14
2.0,1.0,11.0,90.0,16.0,900.0,2.8205,1.17007,0.593269,77.8954,0.0,16
2.0,2.0,11.0,90.0,16.0,900.0,2.8205,1.12693,0.610139,78.2651,0.0,2
2.0,3.0,11.0,90.0,16.0,900.0,2.8205,0.88445,0.898037,46.6718,0.0,14
2.0,1.0,11.0,90.0,1.0,900.0,5.367,0.897803,0.937498,67.557,0.0,10
2.0,2.0,11.0,90.0,1.0,900.0,5.367,0.851019,1.00163,58.4859,0.0,2
2.0,3.0,11.0,90.0,1.0,900.0,5.367,0.834922,0.995786,60.3573,0.0,3
2.0,1.0,11.0,90.0,4.75,900.0,5.367,1.08531,0.690374,72.4147,0.0,10
2.0,2.0,5.0,30.0,12.25,900.0,2.8205,0.487117,2.70943,81.0198,0.0,2
2.0,2.0,11.0,90.0,4.75,900.0,5.367,1.01684,0.756176,64.1982,0.0,2
2.0,3.0,11.0,90.0,4.75,900.0,5.367,0.866862,0.867414,64.2912,0.0,3
2.0,1.0,11.0,90.0,8.5,900.0,5.367,1.169,0.593801,80.5838,0.0,10
2.0,2.0,11.0,90.0,8.5,900.0,5.367,1.11203,0.629663,78.1763,0.0,2
2.0,3.0,11.0,90.0,8.5,900.0,5.367,0.887458,0.833269,64.0705,0.0,3
2.0,1.0,11.0,90.0,12.25,900.0,5.367,1.21075,0.542332,86.3508,0.0,16
2.0,2.0,11.0,90.0,12.25,900.0,5.367,1.15294,0.576673,84.2041,0.0,2
2.0,3.0,11.0,90.0,12.25,900.0,5.367,0.894164,0.830726,60.7915,0.0,3
2.0,1.0,11.0,90.0,16.0,900.0,5.367,1.2203,0.531945,88.2661,0.0,16
2.0,2.0,11.0,90.0,16.0,900.0,5.367,1.16888,0.55129,87.7442,0.0,2
2.0,3.0,5.0,30.0,12.25,900.0,2.8205,0.226227,6.24322,58.4378,0.0,14
2.0,3.0,11.0,90.0,16.0,900.0,5.367,0.893914,0.835304,58.7941,0.0,3
2.0,1.0,11.0,90.0,1.0,900.0,7.9135,0.945584,0.856723,84.6568,0.0,10
2.0,2.0,11.0,90.0,1.0,900.0,7.9135,0.888552,0.93313,74.5143,0.0,2
2.0,3.0,11.0,90.0,1.0,900.0,7.9135,0.825091,0.96119,75.0018,0.0,3
2.0,1.0,11.0,90.0,4.75,900.0,7.9135,1.1609,0.599136,86.5583,0.0,10
2.0,2.0,11.0,90.0,4.75,900.0,7.9135,1.08116,0.662612,78.3954,0.0,2
2.0,3.0,11.0,90.0,4.75,900.0,7.9135,0.875339,0.791679,79.6251,0.0,3
2.0,1.0,11.0,90.0,8.5,900.0,7.9135,1.2248,0.532461,91.6028,0.0,10
2.0,2.0,11.0,90.0,8.5,900.0,7.9135,1.16021,0.569988,87.793,0.0,2
2.0,3.0,11.0,90.0,8.5,900.0,7.9135,0.899612,0.754642,77.7203,0.0,3
2.0,1.0,5.0,30.0,16.0,900.0,2.8205,0.577616,2.33742,82.735,0.0,16
2.0,1.0,11.0,90.0,12.25,900.0,7.9135,1.24898,0.503,93.5504,0.0,16
2.0,2.0,11.0,90.0,12.25,900.0,7.9135,1.18954,0.530747,93.0683,0.0,2
2.0,3.0,11.0,90.0,12.25,900.0,7.9135,0.904168,0.756198,74.1777,0.0,3
2.0,1.0,11.0,90.0,16.0,900.0,7.9135,1.24767,0.495556,95.8273,0.0,16
2.0,2.0,11.0,90.0,16.0,900.0,7.9135,1.19173,0.516836,94.0752,0.0,2
2.0,3.0,11.0,90.0,16.0,900.0,7.9135,0.898564,0.787234,68.1556,0.0,3
2.0,1.0,11.0,90.0,1.0,900.0,10.46,0.996009,0.775788,98.119,0.0,10
2.0,2.0,11.0,90.0,1.0,900.0,10.46,0.928461,0.853503,87.5476,0.0,2
2.0,3.0,11.0,90.0,1.0,900.0,10.46,0.820048,0.934397,87.0058,0.0,3
2.0,1.0,11.0,90.0,4.75,900.0,10.46,1.21843,0.532806,98.423,0.0,10
2.0,2.0,5.0,30.0,16.0,900.0,2.8205,0.501218,2.59141,84.0664,0.0,2
2.0,2.0,11.0,90.0,4.75,900.0,10.46,1.13003,0.597279,88.7178,0.0,2
2.0,3.0,11.0,90.0,4.75,900.0,10.46,0.885911,0.725168,92.0442,0.0,3
2.0,1.0,11.0,90.0,8.5,900.0,10.46,1.26708,0.488895,99.0488,0.0,10
2.0,2.0,11.0,90.0,8.5,900.0,10.46,1.19296,0.530357,94.7993,0.0,2
2.0,3.0,11.0,90.0,8.5,900.0,10.46,0.909445,0.697607,88.9896,0.0,3
2.0,1.0,11.0,90.0,12.25,900.0,10.46,1.27452,0.473264,99.44,0.0,16
2.0,2.0,11.0,90.0,12.25,900.0,10.46,1.21234,0.504973,97.4256,0.0,2
2.0,3.0,11.0,90.0,12.25,900.0,10.46,0.911354,0.706349,82.3741,0.0,3
2.0,1.0,11.0,90.0,16.0,900.0,10.46,1.26086,0.477792,98.7611,0.0,16
2.0,2.0,11.0,90.0,16.0,900.0,10.46,1.20547,0.500398,97.8419,0.0,2
1.0,3.0,5.0,10.0,1.0,900.0,5.367,0.61359,1.65423,65.4221,0.0,1
2.0,3.0,5.0,30.0,16.0,900.0,2.8205,0.228597,5.97088,63.175,0.0,14
2.0,3.0,11.0,90.0,16.0,900.0,10.46,0.904626,0.743004,74.4653,0.0,3
3.0,1.0,11.0,90.0,1.0,900.0,0.274,1.21029,0.504263,13.6878,0.0,10
3.0,2.0,11.0,90.0,1.0,900.0,0.274,1.19252,0.510197,11.1178,0.0,10
3.0,3.0,11.0,90.0,1.0,900.0,0.274,1.38701,0.497316,11.2212,0.0,17
3.0,1.0,11.0,90.0,4.75,900.0,0.274,1.21526,0.50435,14.1795,0.0,10
3.0,2.0,11.0,90.0,4.75,900.0,0.274,1.19685,0.510308,11.3383,0.0,10
3.0,3.0,11.0,90.0,4.75,900.0,0.274,1.4006,0.487749,10.8205,0.0,17
3.0,1.0,11.0,90.0,8.5,900.0,0.274,1.22473,0.499293,15.6902,0.0,10
3.0,2.0,11.0,90.0,8.5,900.0,0.274,1.20668,0.501255,14.8935,0.0,10
3.0,3.0,11.0,90.0,8.5,900.0,0.274,1.40729,0.484111,9.57496,0.0,17
2.0,1.0,5.0,30.0,1.0,900.0,5.367,0.403217,3.68631,75.1427,0.0,13
3.0,1.0,11.0,90.0,12.25,900.0,0.274,1.24325,0.4764,23.8776,0.0,10
3.0,2.0,11.0,90.0,12.25,900.0,0.274,1.21944,0.485503,18.8534,0.0,10
3.0,3.0,11.0,90.0,12.25,900.0,0.274,1.41257,0.486424,8.94885,0.0,17
3.0,1.0,11.0,90.0,16.0,900.0,0.274,1.26182,0.455739,29.6955,0.0,10
3.0,2.0,11.0,90.0,16.0,900.0,0.274,1.24511,0.455523,31.3044,0.0,10
3.0,3.0,11.0,90.0,16.0,900.0,0.274,1.41592,0.487557,7.53267,0.0,17
3.0,1.0,11.0,90.0,1.0,900.0,2.8205,1.20693,0.483741,39.9783,0.0,10
3.0,2.0,11.0,90.0,1.0,900.0,2.8205,1.1881,0.496313,33.6752,0.0,10
3.0,3.0,11.0,90.0,1.0,900.0,2.8205,1.34065,0.472246,32.9464,0.0,17
3.0,1.0,11.0,90.0,4.75,900.0,2.8205,1.24838,0.464085,42.7863,0.0,10
2.0,2.0,5.0,30.0,1.0,900.0,5.367,0.320611,4.63117,64.8593,0.0,2
3.0,2.0,11.0,90.0,4.75,900.0,2.8205,1.22273,0.475999,35.8126,0.0,10
3.0,3.0,11.0,90.0,4.75,900.0,2.8205,1.37639,0.446956,34.1206,0.0,17
3.0,1.0,11.0,90.0,8.5,900.0,2.8205,1.28923,0.423467,48.5391,0.0,10
3.0,2.0,11.0,90.0,8.5,900.0,2.8205,1.26306,0.432225,44.401,0.0,10
3.0,3.0,11.0,90.0,8.5,900.0,2.8205,1.40009,0.435313,32.2013,0.0,17
3.0,1.0,11.0,90.0,12.25,900.0,2.8205,1.32413,0.388473,57.6037,0.0,10
3.0,2.0,11.0,90.0,12.25,900.0,2.8205,1.29574,0.395961,54.6007,0.0,10
3.0,3.0,11.0,90.0,12.25,900.0,2.8205,1.41277,0.432335,28.5047,0.0,17
3.0,1.0,11.0,90.0,16.0,900.0,2.8205,1.34003,0.370628,61.4887,0.0,10
3.0,2.0,11.0,90.0,16.0,900.0,2.8205,1.32065,0.368188,61.8726,0.0,10
2.0,3.0,5.0,30.0,1.0,900.0,5.367,0.212729,7.0817,67.2798,0.0,3
3.0,3.0,11.0,90.0,16.0,900.0,2.8205,1.41783,0.431069,27.4145,0.0,17
3.0,1.0,11.0,90.0,1.0,900.0,5.367,1.20468,0.473377,59.2867,0.0,10
3.0,2.0,11.0,90.0,1.0,900.0,5.367,1.18488,0.4775,51.1498,0.0,10
3.0,3.0,11.0,90.0,1.0,900.0,5.367,1.31349,0.455991,49.1061,0.0,17
3.0,1.0,11.0,90.0,4.75,900.0,5.367,1.28745,0.415013,63.7919,0.0,10
3.0,2.0,11.0,90.0,4.75,900.0,5.367,1.25753,0.429424,55.6331,0.0,10
3.0,3.0,11.0,90.0,4.75,900.0,5.367,1.36411,0.416186,52.4727,0.0,17
3.0,1.0,11.0,90.0,8.5,900.0,5.367,1.33538,0.377618,67.791,0.0,10
3.0,2.0,11.0,90.0,8.5,900.0,5.367,1.30651,0.387434,63.5171,0.0,10
3.0,3.0,11.0,90.0,8.5,900.0,5.367,1.40146,0.395832,50.3523,0.0,17
2.0,1.0,5.0,30.0,4.75,900.0,5.367,0.527704,2.66216,76.0992,0.0,13
3.0,1.0,11.0,90.0,12.25,900.0,5.367,1.3666,0.343203,73.9191,0.0,10
3.0,2.0,11.0,90.0,12.25,900.0,5.367,1.33789,0.352546,69.7588,0.0,10
3.0,3.0,11.0,90.0,12.25,900.0,5.367,1.41735,0.395631,46.0253,0.0,17
3.0,1.0,11.0,90.0,16.0,900.0,5.367,1.37047,0.337148,74.0119,0.0,10
3.0,2.0,11.0,90.0,16.0,900.0,5.367,1.3495,0.338641,73.5801,0.0,10
3.0,3.0,11.0,90.0,16.0,900.0,5.367,1.42057,0.405172,38.8337,0.0,17
3.0,1.0,11.0,90.0,1.0,900.0,7.9135,1.20484,0.461202,74.5033,0.0,10
3.0,2.0,11.0,90.0,1.0,900.0,7.9135,1.18579,0.472723,65.6149,0.0,10
3.0,3.0,11.0,90.0,1.0,900.0,7.9135,1.29189,0.440737,61.7343,0.0,17
3.0,1.0,11.0,90.0,4.75,900.0,7.9135,1.32253,0.381266,79.9217,0.0,10
2.0,2.0,5.0,30.0,4.75,900.0,5.367,0.435018,3.19865,72.2494,0.0,2
3.0,2.0,11.0,90.0,4.75,900.0,7.9135,1.28529,0.405089,69.1603,0.0,10
3.0,3.0,11.0,90.0,4.75,900.0,7.9135,1.361,0.384366,67.1804,0.0,17
3.0,1.0,11.0,90.0,8.5,900.0,7.9135,1.36997,0.343395,81.877,0.0,10
3.0,2.0,11.0,90.0,8.5,900.0,7.9135,1.34045,0.356066,76.04,0.0,10
3.0,3.0,11.0,90.0,8.5,900.0,7.9135,1.40484,0.368385,62.2057,0.0,17
3.0,1.0,11.0,90.0,12.25,900.0,7.9135,1.39522,0.316808,85.4594,0.0,10
3.0,2.0,11.0,90.0,12.25,900.0,7.9135,1.36141,0.328038,79.3766,0.0,10
3.0,3.0,11.0,90.0,12.25,900.0,7.9135,1.41827,0.368162,56.5387,0.0,17
3.0,1.0,11.0,90.0,16.0,900.0,7.9135,1.39324,0.310593,84.379,0.0,10
3.0,2.0,11.0,90.0,16.0,900.0,7.9135,1.37107,0.315084,82.4667,0.0,10
2.0,3.0,5.0,30.0,4.75,900.0,5.367,0.226041,5.93175,72.7174,0.0,3
3.0,3.0,11.0,90.0,16.0,900.0,7.9135,1.42239,0.382515,49.1595,0.0,17
3.0,1.0,11.0,90.0,1.0,900.0,10.46,1.21034,0.445628,86.926,0.0,10
3.0,2.0,11.0,90.0,1.0,900.0,10.46,1.18811,0.469215,77.3963,0.0,10
3.0,3.0,11.0,90.0,1.0,900.0,10.46,1.27367,0.424335,72.0322,0.0,17
